Car_id,Company,Model
C_CND_011290,Volkswagen,Beetle
C_CND_011291,Acura,RL
C_CND_011292,Lexus,LS400
C_CND_011293,Oldsmobile,Silhouette
C_CND_011294,Pontiac,Bonneville
C_CND_011295,Pontiac,Grand Am
C_CND_011296,Ford,Crown Victoria
C_CND_011297,Chevrolet,Camaro
C_CND_011298,Chevrolet,Prizm
C_CND_011299,Ford,Escort
C_CND_011300,Chrysler,300M
C_CND_011301,Nissan,Frontier
C_CND_011302,Honda,Accord
C_CND_011303,Chevrolet,Malibu
C_CND_011304,Volvo,C70
C_CND_011305,Buick,Regal
C_CND_011306,Oldsmobile,Intrigue
C_CND_011307,Mercury,Sable
C_CND_011308,Ford,Explorer
C_CND_011309,Chevrolet,Malibu
C_CND_011310,Toyota,Sienna
C_CND_011311,Toyota,Camry
C_CND_011312,Chevrolet,Metro
C_CND_011313,Mercedes-B,SLK
C_CND_011314,Cadillac,Escalade
C_CND_011315,Saturn,SC
C_CND_011316,Infiniti,I30
C_CND_011317,Cadillac,Eldorado
C_CND_011318,Nissan,Altima
C_CND_011319,Volvo,S40
C_CND_011320,Subaru,Outback
C_CND_011321,Jaguar,S-Type
C_CND_011322,Chrysler,Cirrus
C_CND_011323,Ford,Expedition
C_CND_011324,Chevrolet,Malibu
C_CND_011325,Chrysler,Concorde
C_CND_011326,Buick,Park Avenue
C_CND_011327,Lexus,LS400
C_CND_011328,Toyota,Sienna
C_CND_011329,Jeep,Wrangler
C_CND_011330,Porsche,Boxter
C_CND_011331,Cadillac,Eldorado
C_CND_011332,Dodge,Ram Van
C_CND_011333,Jaguar,S-Type
C_CND_011334,Lexus,LS400
C_CND_011335,Dodge,Ram Wagon
C_CND_011336,Saab,3-Sep
C_CND_011337,Lexus,LS400
C_CND_011338,Volvo,S80
C_CND_011339,Lincoln,Continental
C_CND_011340,Lincoln,Continental
C_CND_011341,Chevrolet,Corvette
C_CND_011342,Acura,RL
C_CND_011343,Volkswagen,Jetta
C_CND_011344,BMW,528i
C_CND_011345,Mercedes-B,SLK
C_CND_011346,Mercury,Sable
C_CND_011347,Toyota,Camry
C_CND_011348,Cadillac,Escalade
C_CND_011349,Saturn,SC
C_CND_011350,Buick,Regal
C_CND_011351,Honda,Odyssey
C_CND_011352,Volkswagen,GTI
C_CND_011353,Volkswagen,Passat
C_CND_011354,Hyundai,Sonata
C_CND_011355,Volkswagen,Passat
C_CND_011356,Lexus,LX470
C_CND_011357,Chrysler,Sebring Coupe
C_CND_011358,Dodge,Stratus
C_CND_011359,Chevrolet,Metro
C_CND_011360,Chevrolet,Malibu
C_CND_011361,Mitsubishi,Eclipse
C_CND_011362,Nissan,Altima
C_CND_011363,Toyota,Celica
C_CND_011364,Saturn,LS
C_CND_011365,Mercedes-B,E-Class
C_CND_011366,Pontiac,Grand Am
C_CND_011367,Saturn,LW
C_CND_011368,Chevrolet,Malibu
C_CND_011369,Acura,TL
C_CND_011370,Volvo,C70
C_CND_011371,Mercedes-B,S-Class
C_CND_011372,Toyota,Tacoma
C_CND_011373,Oldsmobile,Intrigue
C_CND_011374,Dodge,Dakota
C_CND_011375,Volvo,S70
C_CND_011376,Subaru,Outback
C_CND_011377,Saturn,SC
C_CND_011378,Jeep,Cherokee
C_CND_011379,Ford,Expedition
C_CND_011380,Audi,A8
C_CND_011381,Cadillac,Eldorado
C_CND_011382,Mitsubishi,Montero Sport
C_CND_011383,Dodge,Viper
C_CND_011384,Subaru,Forester
C_CND_011385,Acura,RL
C_CND_011386,Honda,CR-V
C_CND_011387,Mercedes-B,SL-Class
C_CND_011388,Chevrolet,Lumina
C_CND_011389,Plymouth,Breeze
C_CND_011390,Acura,TL
C_CND_011391,Cadillac,Escalade
C_CND_011392,Ford,Taurus
C_CND_011393,Mercury,Grand Marquis
C_CND_011394,Chevrolet,Metro
C_CND_011395,Nissan,Quest
C_CND_011396,Dodge,Dakota
C_CND_011397,Hyundai,Sonata
C_CND_011398,Ford,Taurus
C_CND_011399,Toyota,RAV4
C_CND_011400,Porsche,Boxter
C_CND_011401,Volkswagen,Passat
C_CND_011402,Volvo,S40
C_CND_011403,Mercedes-B,CL500
C_CND_011404,Dodge,Viper
C_CND_011405,Mitsubishi,Galant
C_CND_011406,Volvo,S80
C_CND_011407,Oldsmobile,Intrigue
C_CND_011408,Volkswagen,GTI
C_CND_011409,Chevrolet,Monte Carlo
C_CND_011410,Mercedes-B,S-Class
C_CND_011411,Toyota,RAV4
C_CND_011412,Volkswagen,Golf
C_CND_011413,Chevrolet,Prizm
C_CND_011414,Chevrolet,Corvette
C_CND_011415,Chevrolet,Prizm
C_CND_011416,Oldsmobile,Silhouette
C_CND_011417,Mercedes-B,SLK
C_CND_011418,Dodge,Durango
C_CND_011419,Pontiac,Grand Am
C_CND_011420,Chevrolet,Cavalier
C_CND_011421,Toyota,Tacoma
C_CND_011422,Pontiac,Bonneville
C_CND_011423,Cadillac,Catera
C_CND_011424,Porsche,Carrera Coupe
C_CND_011425,Chevrolet,Metro
C_CND_011426,Volkswagen,Passat
C_CND_011427,BMW,528i
C_CND_011428,Mitsubishi,Diamante
C_CND_011429,Toyota,RAV4
C_CND_011430,Ford,Focus
C_CND_011431,BMW,323i
C_CND_011432,Mitsubishi,3000GT
C_CND_011433,Dodge,Ram Wagon
C_CND_011434,Chevrolet,Prizm
C_CND_011435,Chevrolet,Cavalier
C_CND_011436,Dodge,Avenger
C_CND_011437,Saturn,SC
C_CND_011438,Nissan,Quest
C_CND_011439,Lexus,ES300
C_CND_011440,Oldsmobile,Silhouette
C_CND_011441,Toyota,RAV4
C_CND_011442,Dodge,Durango
C_CND_011443,Lincoln,Continental
C_CND_011444,Mitsubishi,Diamante
C_CND_011445,Toyota,Celica
C_CND_011446,Oldsmobile,Silhouette
C_CND_011447,Toyota,Celica
C_CND_011448,Dodge,Ram Pickup
C_CND_011449,Mercury,Grand Marquis
C_CND_011450,BMW,528i
C_CND_011451,Volvo,S80
C_CND_011452,BMW,323i
C_CND_011453,Plymouth,Voyager
C_CND_011454,Volvo,V70
C_CND_011455,Chrysler,Sebring Coupe
C_CND_011456,Nissan,Pathfinder
C_CND_011457,Chrysler,LHS
C_CND_011458,Mitsubishi,Diamante
C_CND_011459,Porsche,Carrera Cabrio
C_CND_011460,Volkswagen,Jetta
C_CND_011461,Dodge,Viper
C_CND_011462,Buick,Regal
C_CND_011463,Chrysler,LHS
C_CND_011464,Acura,TL
C_CND_011465,Nissan,Altima
C_CND_011466,Cadillac,DeVille
C_CND_011467,Dodge,Stratus
C_CND_011468,Dodge,Intrepid
C_CND_011469,Buick,Park Avenue
C_CND_011470,Saturn,LS
C_CND_011471,Volkswagen,Beetle
C_CND_011472,Lexus,GS400
C_CND_011473,Ford,Focus
C_CND_011474,Chevrolet,Impala
C_CND_011475,Subaru,Outback
C_CND_011476,Jeep,Grand Cherokee
C_CND_011477,Mercedes-B,S-Class
C_CND_011478,Oldsmobile,Bravada
C_CND_011479,Chevrolet,Prizm
C_CND_011480,Chevrolet,Prizm
C_CND_011481,Mitsubishi,Diamante
C_CND_011482,Volvo,C70
C_CND_011483,Honda,Accord
C_CND_011484,Plymouth,Neon
C_CND_011485,Chevrolet,Camaro
C_CND_011486,Ford,Taurus
C_CND_011487,Oldsmobile,Aurora
C_CND_011488,Ford,Ranger
C_CND_011489,Lexus,LS400
C_CND_011490,Chevrolet,Monte Carlo
C_CND_011491,BMW,328i
C_CND_011492,Dodge,Ram Pickup
C_CND_011493,Dodge,Viper
C_CND_011494,BMW,328i
C_CND_011495,Oldsmobile,Bravada
C_CND_011496,Nissan,Maxima
C_CND_011497,Chevrolet,Malibu
C_CND_011498,Chevrolet,Metro
C_CND_011499,Honda,Passport
C_CND_011500,Pontiac,Sunfire
C_CND_011501,Mitsubishi,Diamante
C_CND_011502,Mercury,Cougar
C_CND_011503,Ford,Mustang
C_CND_011504,Dodge,Ram Pickup
C_CND_011505,Dodge,Durango
C_CND_011506,Toyota,4Runner
C_CND_011507,Chevrolet,Lumina
C_CND_011508,Chevrolet,Metro
C_CND_011509,Dodge,Ram Pickup
C_CND_011510,Jeep,Wrangler
C_CND_011511,Mercedes-B,S-Class
C_CND_011512,Mitsubishi,3000GT
C_CND_011513,Volkswagen,GTI
C_CND_011514,Toyota,Tacoma
C_CND_011515,Audi,A6
C_CND_011516,Cadillac,Eldorado
C_CND_011517,Acura,Integra
C_CND_011518,Plymouth,Breeze
C_CND_011519,Dodge,Intrepid
C_CND_011520,Chrysler,300M
C_CND_011521,Volvo,C70
C_CND_011522,Dodge,Caravan
C_CND_011523,Buick,Regal
C_CND_011524,Oldsmobile,Silhouette
C_CND_011525,Ford,Explorer
C_CND_011526,Nissan,Altima
C_CND_011527,Ford,Contour
C_CND_011528,Pontiac,Sunfire
C_CND_011529,Buick,Regal
C_CND_011530,Volkswagen,Golf
C_CND_011531,Chevrolet,Cavalier
C_CND_011532,Cadillac,Eldorado
C_CND_011533,Saturn,LW
C_CND_011534,Saturn,SL
C_CND_011535,Chevrolet,Corvette
C_CND_011536,Mitsubishi,Galant
C_CND_011537,Ford,Crown Victoria
C_CND_011538,Nissan,Frontier
C_CND_011539,Chevrolet,Malibu
C_CND_011540,Acura,RL
C_CND_011541,Audi,A6
C_CND_011542,Ford,Ranger
C_CND_011543,Acura,RL
C_CND_011544,Subaru,Forester
C_CND_011545,Buick,Regal
C_CND_011546,Ford,Taurus
C_CND_011547,Volkswagen,Golf
C_CND_011548,Honda,CR-V
C_CND_011549,Chevrolet,Prizm
C_CND_011550,Volkswagen,Passat
C_CND_011551,Hyundai,Sonata
C_CND_011552,Mercury,Sable
C_CND_011553,Nissan,Maxima
C_CND_011554,Volkswagen,Jetta
C_CND_011555,Pontiac,Bonneville
C_CND_011556,Mercedes-B,SL-Class
C_CND_011557,Subaru,Outback
C_CND_011558,Buick,Park Avenue
C_CND_011559,Audi,A4
C_CND_011560,Chrysler,Sebring Coupe
C_CND_011561,Dodge,Ram Pickup
C_CND_011562,Mitsubishi,Montero Sport
C_CND_011563,Mercedes-B,S-Class
C_CND_011564,BMW,323i
C_CND_011565,Mercury,Grand Marquis
C_CND_011566,BMW,528i
C_CND_011567,Mitsubishi,Galant
C_CND_011568,BMW,528i
C_CND_011569,Oldsmobile,Cutlass
C_CND_011570,Plymouth,Voyager
C_CND_011571,Pontiac,Grand Prix
C_CND_011572,Toyota,Celica
C_CND_011573,Chevrolet,Prizm
C_CND_011574,Dodge,Ram Van
C_CND_011575,Jaguar,S-Type
C_CND_011576,Oldsmobile,Intrigue
C_CND_011577,Mercedes-B,SLK
C_CND_011578,Buick,Park Avenue
C_CND_011579,Lexus,LS400
C_CND_011580,Toyota,Sienna
C_CND_011581,Jeep,Wrangler
C_CND_011582,Porsche,Boxter
C_CND_011583,Mercedes-B,SLK
C_CND_011584,Mercury,Sable
C_CND_011585,Acura,TL
C_CND_011586,Volvo,C70
C_CND_011587,Mercedes-B,S-Class
C_CND_011588,Pontiac,Firebird
C_CND_011589,Oldsmobile,Intrigue
C_CND_011590,Dodge,Dakota
C_CND_011591,Dodge,Viper
C_CND_011592,Lexus,ES300
C_CND_011593,Dodge,Caravan
C_CND_011594,Chrysler,LHS
C_CND_011595,Volvo,C70
C_CND_011596,Toyota,Sienna
C_CND_011597,Chrysler,LHS
C_CND_011598,BMW,528i
C_CND_011599,Cadillac,DeVille
C_CND_011600,Chevrolet,Malibu
C_CND_011601,BMW,328i
C_CND_011602,Ford,Crown Victoria
C_CND_011603,Saturn,SL
C_CND_011604,Ford,Taurus
C_CND_011605,BMW,323i
C_CND_011606,Chevrolet,Monte Carlo
C_CND_011607,Oldsmobile,Aurora
C_CND_011608,Ford,Mustang
C_CND_011609,Mitsubishi,Diamante
C_CND_011610,Volkswagen,Jetta
C_CND_011611,Buick,Regal
C_CND_011612,Mercedes-B,C-Class
C_CND_011613,Toyota,Sienna
C_CND_011614,Ford,Mustang
C_CND_011615,Dodge,Viper
C_CND_011616,Jaguar,S-Type
C_CND_011617,Mercedes-B,SLK
C_CND_011618,Nissan,Xterra
C_CND_011619,Ford,Mustang
C_CND_011620,Dodge,Ram Pickup
C_CND_011621,Volkswagen,Jetta
C_CND_011622,Dodge,Stratus
C_CND_011623,Mitsubishi,3000GT
C_CND_011624,Chevrolet,Malibu
C_CND_011625,Chevrolet,Malibu
C_CND_011626,Volvo,S70
C_CND_011627,Volkswagen,Golf
C_CND_011628,Nissan,Pathfinder
C_CND_011629,Jeep,Grand Cherokee
C_CND_011630,Saturn,SC
C_CND_011631,Nissan,Altima
C_CND_011632,BMW,323i
C_CND_011633,Infiniti,I30
C_CND_011634,Cadillac,Escalade
C_CND_011635,Audi,A6
C_CND_011636,Cadillac,DeVille
C_CND_011637,Lincoln,Navigator
C_CND_011638,Chrysler,Sebring Coupe
C_CND_011639,Dodge,Durango
C_CND_011640,Cadillac,Seville
C_CND_011641,Subaru,Outback
C_CND_011642,Porsche,Carrera Coupe
C_CND_011643,Volvo,S80
C_CND_011644,Nissan,Altima
C_CND_011645,Ford,Explorer
C_CND_011646,Pontiac,Sunfire
C_CND_011647,Lexus,GS400
C_CND_011648,Dodge,Neon
C_CND_011649,Nissan,Sentra
C_CND_011650,Ford,Crown Victoria
C_CND_011651,Pontiac,Bonneville
C_CND_011652,BMW,528i
C_CND_011653,Cadillac,Seville
C_CND_011654,Ford,Explorer
C_CND_011655,Cadillac,DeVille
C_CND_011656,Infiniti,I30
C_CND_011657,Chevrolet,Corvette
C_CND_011658,Oldsmobile,Intrigue
C_CND_011659,Volkswagen,GTI
C_CND_011660,Pontiac,Bonneville
C_CND_011661,Saturn,LS
C_CND_011662,Volkswagen,Beetle
C_CND_011663,Mercedes-B,C-Class
C_CND_011664,Volkswagen,Golf
C_CND_011665,Lexus,LS400
C_CND_011666,Pontiac,Grand Am
C_CND_011667,Buick,LeSabre
C_CND_011668,Saab,5-Sep
C_CND_011669,Acura,RL
C_CND_011670,Chrysler,LHS
C_CND_011671,BMW,323i
C_CND_011672,Dodge,Stratus
C_CND_011673,Chevrolet,Monte Carlo
C_CND_011674,Mercedes-B,S-Class
C_CND_011675,Cadillac,Catera
C_CND_011676,Nissan,Pathfinder
C_CND_011677,Mercury,Grand Marquis
C_CND_011678,BMW,528i
C_CND_011679,Volvo,S80
C_CND_011680,Dodge,Viper
C_CND_011681,Infiniti,I30
C_CND_011682,Mercedes-B,S-Class
C_CND_011683,Mercedes-B,C-Class
C_CND_011684,Lincoln,Town car
C_CND_011685,Toyota,Tacoma
C_CND_011686,Honda,Accord
C_CND_011687,Chevrolet,Corvette
C_CND_011688,Toyota,Corolla
C_CND_011689,Volkswagen,Passat
C_CND_011690,Volkswagen,Cabrio
C_CND_011691,Chrysler,Sebring Coupe
C_CND_011692,Ford,Windstar
C_CND_011693,Volkswagen,Jetta
C_CND_011694,Oldsmobile,Silhouette
C_CND_011695,Ford,Escort
C_CND_011696,Mercury,Sable
C_CND_011697,Ford,Explorer
C_CND_011698,Cadillac,Escalade
C_CND_011699,Cadillac,Eldorado
C_CND_011700,Dodge,Ram Van
C_CND_011701,Lexus,LS400
C_CND_011702,BMW,323i
C_CND_011703,Volkswagen,Passat
C_CND_011704,Honda,Odyssey
C_CND_011705,Jaguar,S-Type
C_CND_011706,Acura,RL
C_CND_011707,Honda,Accord
C_CND_011708,Toyota,Celica
C_CND_011709,Audi,A4
C_CND_011710,Mitsubishi,3000GT
C_CND_011711,Acura,RL
C_CND_011712,Mitsubishi,Montero Sport
C_CND_011713,Audi,A4
C_CND_011714,Subaru,Outback
C_CND_011715,BMW,528i
C_CND_011716,Plymouth,Neon
C_CND_011717,Chevrolet,Lumina
C_CND_011718,Chevrolet,Corvette
C_CND_011719,Plymouth,Voyager
C_CND_011720,Volvo,V70
C_CND_011721,Chrysler,Sebring Coupe
C_CND_011722,Saturn,SC
C_CND_011723,Chrysler,LHS
C_CND_011724,Mitsubishi,Diamante
C_CND_011725,Lexus,LS400
C_CND_011726,Chevrolet,Monte Carlo
C_CND_011727,BMW,328i
C_CND_011728,Plymouth,Breeze
C_CND_011729,Ford,Mustang
C_CND_011730,Chevrolet,Metro
C_CND_011731,Acura,Integra
C_CND_011732,Porsche,Carrera Coupe
C_CND_011733,Volvo,S70
C_CND_011734,Pontiac,Bonneville
C_CND_011735,Chevrolet,Corvette
C_CND_011736,Buick,Regal
C_CND_011737,Ford,Explorer
C_CND_011738,Mercedes-B,CL500
C_CND_011739,Chevrolet,Cavalier
C_CND_011740,Infiniti,I30
C_CND_011741,Volkswagen,Passat
C_CND_011742,Plymouth,Breeze
C_CND_011743,Ford,Expedition
C_CND_011744,Oldsmobile,Bravada
C_CND_011745,Mercury,Cougar
C_CND_011746,Toyota,Tacoma
C_CND_011747,Nissan,Quest
C_CND_011748,Dodge,Stratus
C_CND_011749,Toyota,Camry
C_CND_011750,Mercury,Villager
C_CND_011751,Chevrolet,Metro
C_CND_011752,Saab,5-Sep
C_CND_011753,Mercedes-B,SLK230
C_CND_011754,Nissan,Xterra
C_CND_011755,Ford,Crown Victoria
C_CND_011756,Lexus,LS400
C_CND_011757,Mercedes-B,CL500
C_CND_011758,Lexus,LS400
C_CND_011759,Dodge,Ram Wagon
C_CND_011760,Toyota,Camry
C_CND_011761,Cadillac,Escalade
C_CND_011762,Jeep,Cherokee
C_CND_011763,Ford,Expedition
C_CND_011764,Audi,A8
C_CND_011765,Cadillac,Eldorado
C_CND_011766,Mercedes-B,M-Class
C_CND_011767,Dodge,Viper
C_CND_011768,Dodge,Caravan
C_CND_011769,Acura,RL
C_CND_011770,Honda,CR-V
C_CND_011771,Volkswagen,Jetta
C_CND_011772,Dodge,Durango
C_CND_011773,Volvo,V40
C_CND_011774,Pontiac,Sunfire
C_CND_011775,Mitsubishi,Montero
C_CND_011776,Nissan,Pathfinder
C_CND_011777,Dodge,Intrepid
C_CND_011778,Honda,Passport
C_CND_011779,Chevrolet,Cavalier
C_CND_011780,Ford,Taurus
C_CND_011781,Mitsubishi,Diamante
C_CND_011782,Mercedes-B,SLK
C_CND_011783,Dodge,Caravan
C_CND_011784,Oldsmobile,Cutlass
C_CND_011785,BMW,528i
C_CND_011786,Lexus,GS400
C_CND_011787,Chevrolet,Prizm
C_CND_011788,Mitsubishi,Diamante
C_CND_011789,Pontiac,Bonneville
C_CND_011790,Mitsubishi,Diamante
C_CND_011791,Toyota,RAV4
C_CND_011792,Infiniti,I30
C_CND_011793,Volvo,S70
C_CND_011794,Chevrolet,Corvette
C_CND_011795,Porsche,Carrera Coupe
C_CND_011796,Mercury,Sable
C_CND_011797,Mitsubishi,3000GT
C_CND_011798,Lexus,GS400
C_CND_011799,Acura,RL
C_CND_011800,Chevrolet,Malibu
C_CND_011801,Saab,3-Sep
C_CND_011802,Mercedes-B,SL-Class
C_CND_011803,Chevrolet,Prizm
C_CND_011804,Honda,CR-V
C_CND_011805,Chrysler,Concorde
C_CND_011806,Volkswagen,Passat
C_CND_011807,Dodge,Viper
C_CND_011808,Volkswagen,Golf
C_CND_011809,Mitsubishi,Eclipse
C_CND_011810,Mitsubishi,Montero Sport
C_CND_011811,Lincoln,Continental
C_CND_011812,Plymouth,Voyager
C_CND_011813,Hyundai,Sonata
C_CND_011814,Oldsmobile,Cutlass
C_CND_011815,Chrysler,LHS
C_CND_011816,Audi,A6
C_CND_011817,Nissan,Frontier
C_CND_011818,Volkswagen,Golf
C_CND_011819,Acura,RL
C_CND_011820,Chrysler,LHS
C_CND_011821,Lincoln,Continental
C_CND_011822,Nissan,Xterra
C_CND_011823,Mercedes-B,SL-Class
C_CND_011824,Pontiac,Firebird
C_CND_011825,Porsche,Carrera Cabrio
C_CND_011826,Volkswagen,Jetta
C_CND_011827,Dodge,Viper
C_CND_011828,Buick,Regal
C_CND_011829,Chrysler,LHS
C_CND_011830,Acura,TL
C_CND_011831,Chrysler,300M
C_CND_011832,Mercury,Grand Marquis
C_CND_011833,Volvo,S40
C_CND_011834,Oldsmobile,Silhouette
C_CND_011835,Pontiac,Sunfire
C_CND_011836,Mercedes-B,E-Class
C_CND_011837,Chrysler,LHS
C_CND_011838,Volvo,C70
C_CND_011839,Toyota,Sienna
C_CND_011840,Chrysler,LHS
C_CND_011841,BMW,528i
C_CND_011842,Cadillac,DeVille
C_CND_011843,Chrysler,Sebring Coupe
C_CND_011844,Ford,Mustang
C_CND_011845,Volkswagen,Passat
C_CND_011846,Chrysler,LHS
C_CND_011847,Lexus,LX470
C_CND_011848,Mitsubishi,3000GT
C_CND_011849,Ford,F-Series
C_CND_011850,Jeep,Grand Cherokee
C_CND_011851,Honda,Accord
C_CND_011852,BMW,328i
C_CND_011853,Volkswagen,Cabrio
C_CND_011854,Pontiac,Sunfire
C_CND_011855,Nissan,Altima
C_CND_011856,Cadillac,DeVille
C_CND_011857,Dodge,Stratus
C_CND_011858,Dodge,Intrepid
C_CND_011859,Buick,Park Avenue
C_CND_011860,Dodge,Viper
C_CND_011861,Chevrolet,Metro
C_CND_011862,Saturn,LS
C_CND_011863,Acura,RL
C_CND_011864,Mercedes-B,M-Class
C_CND_011865,Ford,Expedition
C_CND_011866,Ford,Focus
C_CND_011867,Mercedes-B,SLK
C_CND_011868,Subaru,Forester
C_CND_011869,BMW,328i
C_CND_011870,Ford,Crown Victoria
C_CND_011871,Saturn,SL
C_CND_011872,Ford,Taurus
C_CND_011873,BMW,323i
C_CND_011874,Nissan,Altima
C_CND_011875,Ford,Taurus
C_CND_011876,Chrysler,300M
C_CND_011877,Chevrolet,Prizm
C_CND_011878,Saturn,SW
C_CND_011879,Chevrolet,Cavalier
C_CND_011880,Acura,TL
C_CND_011881,Mitsubishi,Diamante
C_CND_011882,Oldsmobile,Silhouette
C_CND_011883,Volkswagen,GTI
C_CND_011884,Plymouth,Prowler
C_CND_011885,Toyota,Tacoma
C_CND_011886,Mercedes-B,SLK230
C_CND_011887,BMW,323i
C_CND_011888,Jeep,Wrangler
C_CND_011889,BMW,328i
C_CND_011890,Oldsmobile,Bravada
C_CND_011891,Nissan,Maxima
C_CND_011892,Infiniti,I30
C_CND_011893,Mercedes-B,SL-Class
C_CND_011894,Chrysler,300M
C_CND_011895,Volvo,C70
C_CND_011896,Dodge,Avenger
C_CND_011897,Mercury,Villager
C_CND_011898,Mitsubishi,Diamante
C_CND_011899,Ford,Explorer
C_CND_011900,Volvo,C70
C_CND_011901,Saturn,LW
C_CND_011902,Oldsmobile,Silhouette
C_CND_011903,Plymouth,Prowler
C_CND_011904,Subaru,Forester
C_CND_011905,Volvo,S70
C_CND_011906,Saturn,SC
C_CND_011907,Oldsmobile,Intrigue
C_CND_011908,Pontiac,Grand Am
C_CND_011909,Toyota,Tacoma
C_CND_011910,Pontiac,Sunfire
C_CND_011911,Oldsmobile,Bravada
C_CND_011912,Volkswagen,Golf
C_CND_011913,Acura,RL
C_CND_011914,Mitsubishi,Montero Sport
C_CND_011915,Lexus,GS300
C_CND_011916,Mercury,Grand Marquis
C_CND_011917,Ford,Ranger
C_CND_011918,Ford,Explorer
C_CND_011919,Pontiac,Sunfire
C_CND_011920,Lexus,GS400
C_CND_011921,Pontiac,Bonneville
C_CND_011922,Saturn,LS
C_CND_011923,Dodge,Viper
C_CND_011924,Mercedes-B,SL-Class
C_CND_011925,Mercedes-B,S-Class
C_CND_011926,Mercedes-B,C-Class
C_CND_011927,Lincoln,Town car
C_CND_011928,Nissan,Pathfinder
C_CND_011929,Honda,Accord
C_CND_011930,Volkswagen,Passat
C_CND_011931,Subaru,Forester
C_CND_011932,Volvo,S70
C_CND_011933,Pontiac,Bonneville
C_CND_011934,Chevrolet,Corvette
C_CND_011935,Buick,Regal
C_CND_011936,Ford,Explorer
C_CND_011937,Mercedes-B,CL500
C_CND_011938,Chevrolet,Cavalier
C_CND_011939,Chrysler,Concorde
C_CND_011940,Jeep,Cherokee
C_CND_011941,Ford,Explorer
C_CND_011942,Chevrolet,Cavalier
C_CND_011943,Ford,Windstar
C_CND_011944,Cadillac,DeVille
C_CND_011945,Mitsubishi,Diamante
C_CND_011946,Lexus,LS400
C_CND_011947,Toyota,Tacoma
C_CND_011948,Chrysler,Concorde
C_CND_011949,Infiniti,I30
C_CND_011950,Saturn,SC
C_CND_011951,Mitsubishi,Eclipse
C_CND_011952,Mercury,Sable
C_CND_011953,Cadillac,Escalade
C_CND_011954,Pontiac,Bonneville
C_CND_011955,Subaru,Outback
C_CND_011956,Plymouth,Prowler
C_CND_011957,BMW,323i
C_CND_011958,Mitsubishi,Montero Sport
C_CND_011959,Hyundai,Elantra
C_CND_011960,Chevrolet,Monte Carlo
C_CND_011961,Lexus,LS400
C_CND_011962,Ford,Ranger
C_CND_011963,Mitsubishi,Eclipse
C_CND_011964,Jeep,Wrangler
C_CND_011965,Subaru,Forester
C_CND_011966,Volvo,S40
C_CND_011967,Chevrolet,Corvette
C_CND_011968,Pontiac,Grand Prix
C_CND_011969,Oldsmobile,Aurora
C_CND_011970,BMW,528i
C_CND_011971,Subaru,Forester
C_CND_011972,Lexus,LS400
C_CND_011973,Mitsubishi,Mirage
C_CND_011974,Jaguar,S-Type
C_CND_011975,Porsche,Carrera Cabrio
C_CND_011976,Honda,Accord
C_CND_011977,Ford,Taurus
C_CND_011978,Ford,Mustang
C_CND_011979,Nissan,Frontier
C_CND_011980,Toyota,Avalon
C_CND_011981,Chevrolet,Malibu
C_CND_011982,Chevrolet,Metro
C_CND_011983,BMW,328i
C_CND_011984,Volvo,S70
C_CND_011985,Cadillac,Eldorado
C_CND_011986,Saturn,LW
C_CND_011987,Hyundai,Sonata
C_CND_011988,Mercury,Sable
C_CND_011989,Nissan,Maxima
C_CND_011990,Volkswagen,Jetta
C_CND_011991,Pontiac,Bonneville
C_CND_011992,Chevrolet,Monte Carlo
C_CND_011993,Oldsmobile,Aurora
C_CND_011994,Ford,Mustang
C_CND_011995,Mitsubishi,Diamante
C_CND_011996,Volkswagen,Jetta
C_CND_011997,Buick,Regal
C_CND_011998,Mercedes-B,C-Class
C_CND_011999,Toyota,Sienna
C_CND_012000,Ford,Mustang
C_CND_012001,Dodge,Viper
C_CND_012002,Jaguar,S-Type
C_CND_012003,Mercedes-B,SLK
C_CND_012004,Nissan,Xterra
C_CND_012005,Ford,Mustang
C_CND_012006,Dodge,Caravan
C_CND_012007,Mercedes-B,CLK Coupe
C_CND_012008,Honda,Civic
C_CND_012009,Dodge,Ram Pickup
C_CND_012010,Mitsubishi,Mirage
C_CND_012011,Mitsubishi,Montero Sport
C_CND_012012,Dodge,Ram Wagon
C_CND_012013,Volkswagen,Passat
C_CND_012014,Mitsubishi,Montero Sport
C_CND_012015,Ford,Expedition
C_CND_012016,Oldsmobile,Bravada
C_CND_012017,Mitsubishi,Diamante
C_CND_012018,Mercedes-B,SLK
C_CND_012019,Mercedes-B,SL-Class
C_CND_012020,Plymouth,Neon
C_CND_012021,Lexus,LS400
C_CND_012022,Dodge,Ram Pickup
C_CND_012023,Nissan,Pathfinder
C_CND_012024,Mercury,Grand Marquis
C_CND_012025,Mercedes-B,SL-Class
C_CND_012026,Lexus,LS400
C_CND_012027,Oldsmobile,Aurora
C_CND_012028,Volvo,S40
C_CND_012029,Dodge,Ram Van
C_CND_012030,Oldsmobile,Intrigue
C_CND_012031,Dodge,Dakota
C_CND_012032,Chevrolet,Monte Carlo
C_CND_012033,Buick,Century
C_CND_012034,Volvo,S70
C_CND_012035,Cadillac,Seville
C_CND_012036,Nissan,Sentra
C_CND_012037,Ford,Crown Victoria
C_CND_012038,Pontiac,Bonneville
C_CND_012039,Chevrolet,Malibu
C_CND_012040,Mercedes-B,C-Class
C_CND_012041,BMW,328i
C_CND_012042,Cadillac,Catera
C_CND_012043,Toyota,Corolla
