Car_id,Company,Model,Engine,Transmission,Color,Body_Style,Dealer_Name
C_CND_025651,Pontiac,Sunfire,Double Overhead Camshaft,Auto,Black,Sedan,C & M Motors Inc
C_CND_025652,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,Passenger,Star Enterprises Inc
C_CND_025653,Acura,RL,Overhead Camshaft,Manual,Red,SUV,Rabun Used Car Sales
C_CND_025654,Chevrolet,Prizm,Double Overhead Camshaft,Auto,Black,Hardtop,Scrivener Performance Engineering
C_CND_025655,Volvo,S40,Double Overhead Camshaft,Auto,Pale White,Sedan,Ryder Truck Rental and Leasing
C_CND_025656,Ford,Mustang,Overhead Camshaft,Manual,Red,Hatchback,Capitol KIA
C_CND_025657,Saturn,LW,Overhead Camshaft,Manual,Pale White,Hatchback,Progressive Shippers Cooperative Association No
C_CND_025658,BMW,323i,Double Overhead Camshaft,Auto,Pale White,Hatchback,Motor Vehicle Branch Office
C_CND_025659,Dodge,Ram Van,Double Overhead Camshaft,Auto,Pale White,Hatchback,Iceberg Rentals
C_CND_025660,Subaru,Outback,Double Overhead Camshaft,Auto,Red,SUV,Suburban Ford
C_CND_025661,Dodge,Durango,Overhead Camshaft,Manual,Pale White,SUV,Classic Chevy
C_CND_025662,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,Hardtop,Pars Auto Sales
C_CND_025663,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,Hardtop,Ryder Truck Rental and Leasing
C_CND_025664,Acura,TL,Double Overhead Camshaft,Auto,Red,Hatchback,Scrivener Performance Engineering
C_CND_025665,Toyota,Camry,Overhead Camshaft,Manual,Black,Hatchback,McKinney Dodge Chrysler Jeep
C_CND_025666,Lincoln,Continental,Overhead Camshaft,Manual,Pale White,Passenger,McKinney Dodge Chrysler Jeep
C_CND_025667,Volkswagen,Jetta,Double Overhead Camshaft,Auto,Pale White,Passenger,New Castle Ford Lincoln Mercury
C_CND_025668,Subaru,Outback,Double Overhead Camshaft,Auto,Pale White,SUV,New Castle Ford Lincoln Mercury
C_CND_025669,Cadillac,Escalade,Double Overhead Camshaft,Auto,Black,Sedan,Scrivener Performance Engineering
C_CND_025670,Pontiac,Bonneville,Double Overhead Camshaft,Auto,Red,Hatchback,Suburban Ford
C_CND_025671,Volvo,S70,Double Overhead Camshaft,Auto,Pale White,Hardtop,Buddy Storbeck's Diesel Service Inc
C_CND_025672,BMW,528i,Overhead Camshaft,Manual,Pale White,SUV,Tri-State Mack Inc
C_CND_025673,Dodge,Durango,Double Overhead Camshaft,Auto,Black,SUV,Chrysler Plymouth
C_CND_025674,Porsche,Carrera Cabrio,Double Overhead Camshaft,Auto,Pale White,Passenger,Buddy Storbeck's Diesel Service Inc
C_CND_025675,Volvo,S40,Overhead Camshaft,Manual,Black,Sedan,Motor Vehicle Branch Office
C_CND_025676,Mitsubishi,3000GT,Double Overhead Camshaft,Auto,Pale White,Sedan,Diehl Motor CO Inc
C_CND_025677,Volvo,S40,Overhead Camshaft,Manual,Pale White,Sedan,Nebo Chevrolet
C_CND_025678,BMW,528i,Overhead Camshaft,Manual,Pale White,SUV,Gartner Buick Hyundai Saab
C_CND_025679,Ford,Explorer,Double Overhead Camshaft,Auto,Red,Hatchback,Capitol KIA
C_CND_025680,Nissan,Pathfinder,Overhead Camshaft,Manual,Black,Hardtop,McKinney Dodge Chrysler Jeep
C_CND_025681,Dodge,Durango,Overhead Camshaft,Manual,Pale White,SUV,Suburban Ford
C_CND_025682,Honda,CR-V,Double Overhead Camshaft,Auto,Pale White,SUV,Motor Vehicle Branch Office
C_CND_025683,Cadillac,Seville,Overhead Camshaft,Manual,Black,SUV,Capitol KIA
C_CND_025684,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Pale White,SUV,Rabun Used Car Sales
C_CND_025685,Chrysler,300M,Double Overhead Camshaft,Auto,Pale White,SUV,Ryder Truck Rental and Leasing
C_CND_025686,Plymouth,Voyager,Overhead Camshaft,Manual,Pale White,Passenger,Suburban Ford
C_CND_025687,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,Hardtop,Tri-State Mack Inc
C_CND_025688,Lexus,GS300,Overhead Camshaft,Manual,Black,Passenger,Iceberg Rentals
C_CND_025689,Plymouth,Voyager,Overhead Camshaft,Manual,Black,Passenger,Race Car Help
C_CND_025690,Nissan,Frontier,Double Overhead Camshaft,Auto,Pale White,Hatchback,McKinney Dodge Chrysler Jeep
C_CND_025691,Toyota,Sienna,Overhead Camshaft,Manual,Red,Passenger,Gartner Buick Hyundai Saab
C_CND_025692,Plymouth,Breeze,Double Overhead Camshaft,Auto,Pale White,Hardtop,Capitol KIA
C_CND_025693,Chrysler,LHS,Double Overhead Camshaft,Auto,Pale White,Hatchback,Pitre Buick-Pontiac-Gmc of Scottsdale
C_CND_025694,Volvo,S40,Overhead Camshaft,Manual,Black,Sedan,Motor Vehicle Branch Office
C_CND_025695,Mercury,Mountaineer,Double Overhead Camshaft,Auto,Pale White,Hardtop,C & M Motors Inc
C_CND_025696,Mercury,Mountaineer,Double Overhead Camshaft,Auto,Pale White,Hardtop,McKinney Dodge Chrysler Jeep
C_CND_025697,BMW,528i,Overhead Camshaft,Manual,Red,SUV,Tri-State Mack Inc
C_CND_025698,Saab,3-Sep,Double Overhead Camshaft,Auto,Black,Sedan,Ryder Truck Rental and Leasing
C_CND_025699,Acura,TL,Double Overhead Camshaft,Auto,Black,Hatchback,Rabun Used Car Sales
C_CND_025700,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Red,Sedan,Star Enterprises Inc
C_CND_025701,Volkswagen,Jetta,Double Overhead Camshaft,Auto,Pale White,Passenger,Saab-Belle Dodge
C_CND_025702,Pontiac,Sunfire,Overhead Camshaft,Manual,Pale White,Sedan,Progressive Shippers Cooperative Association No
C_CND_025703,Buick,Park Avenue,Overhead Camshaft,Manual,Pale White,Hatchback,Clay Johnson Auto Sales
C_CND_025704,Ford,Focus,Overhead Camshaft,Manual,Black,Hardtop,McKinney Dodge Chrysler Jeep
C_CND_025705,Ford,Expedition,Overhead Camshaft,Manual,Black,SUV,Tri-State Mack Inc
C_CND_025706,Audi,A8,Overhead Camshaft,Manual,Black,Passenger,Star Enterprises Inc
C_CND_025707,Mitsubishi,Diamante,Overhead Camshaft,Manual,Pale White,Hatchback,Classic Chevy
C_CND_025708,Saab,5-Sep,Overhead Camshaft,Manual,Pale White,Hatchback,Star Enterprises Inc
C_CND_025709,Ford,Focus,Overhead Camshaft,Manual,Black,Hardtop,Scrivener Performance Engineering
C_CND_025710,Oldsmobile,Intrigue,Double Overhead Camshaft,Auto,Pale White,SUV,Pars Auto Sales
C_CND_025711,Chevrolet,Camaro,Double Overhead Camshaft,Auto,Black,Sedan,McKinney Dodge Chrysler Jeep
C_CND_025712,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,Hatchback,Hatfield Volkswagen
C_CND_025713,Audi,A6,Overhead Camshaft,Manual,Pale White,SUV,Nebo Chevrolet
C_CND_025714,Honda,Civic,Overhead Camshaft,Manual,Black,Hatchback,Star Enterprises Inc
C_CND_025715,Volvo,V40,Double Overhead Camshaft,Auto,Pale White,SUV,Chrysler Plymouth
C_CND_025716,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,Hatchback,Suburban Ford
C_CND_025717,Chrysler,Town & Country,Double Overhead Camshaft,Auto,Pale White,Sedan,U-Haul CO
C_CND_025718,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Pale White,SUV,McKinney Dodge Chrysler Jeep
C_CND_025719,Ford,Escort,Double Overhead Camshaft,Auto,Pale White,Passenger,Tri-State Mack Inc
C_CND_025720,Nissan,Altima,Double Overhead Camshaft,Auto,Red,Hatchback,Ryder Truck Rental and Leasing
C_CND_025721,Dodge,Durango,Double Overhead Camshaft,Auto,Black,SUV,Tri-State Mack Inc
C_CND_025722,BMW,528i,Overhead Camshaft,Manual,Pale White,SUV,Suburban Ford
C_CND_025723,Mercedes-B,S-Class,Overhead Camshaft,Manual,Red,SUV,Capitol KIA
C_CND_025724,Subaru,Forester,Double Overhead Camshaft,Auto,Black,Hardtop,C & M Motors Inc
C_CND_025725,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Pale White,Hardtop,Clay Johnson Auto Sales
C_CND_025726,Dodge,Durango,Double Overhead Camshaft,Auto,Red,SUV,Race Car Help
C_CND_025727,Volkswagen,Jetta,Double Overhead Camshaft,Auto,Pale White,Passenger,Ryder Truck Rental and Leasing
C_CND_025728,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,Hardtop,Suburban Ford
C_CND_025729,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,Passenger,Diehl Motor CO Inc
C_CND_025730,Toyota,Tacoma,Double Overhead Camshaft,Auto,Pale White,SUV,McKinney Dodge Chrysler Jeep
C_CND_025731,BMW,328i,Double Overhead Camshaft,Auto,Black,Sedan,McKinney Dodge Chrysler Jeep
C_CND_025732,Oldsmobile,Cutlass,Double Overhead Camshaft,Auto,Red,Sedan,Pars Auto Sales
C_CND_025733,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,Hardtop,C & M Motors Inc
C_CND_025734,Buick,Park Avenue,Double Overhead Camshaft,Auto,Pale White,Hatchback,Saab-Belle Dodge
C_CND_025735,Chevrolet,Camaro,Double Overhead Camshaft,Auto,Pale White,Sedan,Progressive Shippers Cooperative Association No
C_CND_025736,Lincoln,Town car,Double Overhead Camshaft,Auto,Black,Hatchback,Chrysler Plymouth
C_CND_025737,Lexus,LS400,Overhead Camshaft,Manual,Black,Sedan,U-Haul CO
C_CND_025738,BMW,528i,Overhead Camshaft,Manual,Black,SUV,Classic Chevy
C_CND_025739,Nissan,Altima,Double Overhead Camshaft,Auto,Red,Hatchback,Race Car Help
C_CND_025740,Ford,Focus,Overhead Camshaft,Manual,Black,Hardtop,C & M Motors Inc
C_CND_025741,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,Passenger,McKinney Dodge Chrysler Jeep
C_CND_025742,Acura,TL,Overhead Camshaft,Manual,Pale White,Hatchback,Ryder Truck Rental and Leasing
C_CND_025743,Dodge,Stratus,Double Overhead Camshaft,Auto,Red,Hatchback,Saab-Belle Dodge
C_CND_025744,Oldsmobile,Aurora,Double Overhead Camshaft,Auto,Red,Passenger,U-Haul CO
C_CND_025745,Ford,Focus,Overhead Camshaft,Manual,Black,Hardtop,C & M Motors Inc
C_CND_025746,Dodge,Ram Van,Double Overhead Camshaft,Auto,Black,Hatchback,Ryder Truck Rental and Leasing
C_CND_025747,Chrysler,LHS,Double Overhead Camshaft,Auto,Pale White,Hatchback,Saab-Belle Dodge
C_CND_025748,Chrysler,300M,Double Overhead Camshaft,Auto,Pale White,SUV,Race Car Help
C_CND_025749,Cadillac,Seville,Overhead Camshaft,Manual,Black,SUV,Progressive Shippers Cooperative Association No
C_CND_025750,Chevrolet,Prizm,Double Overhead Camshaft,Auto,Black,Hardtop,Chrysler of Tri-Cities
C_CND_025751,Volkswagen,Jetta,Double Overhead Camshaft,Auto,Black,Passenger,Rabun Used Car Sales
C_CND_025752,Ford,Taurus,Overhead Camshaft,Manual,Black,SUV,Progressive Shippers Cooperative Association No
C_CND_025753,Audi,A6,Overhead Camshaft,Manual,Black,SUV,Race Car Help
C_CND_025754,Volvo,S40,Overhead Camshaft,Manual,Red,Sedan,Progressive Shippers Cooperative Association No
C_CND_025755,Acura,RL,Overhead Camshaft,Manual,Pale White,SUV,C & M Motors Inc
C_CND_025756,Volkswagen,Jetta,Double Overhead Camshaft,Auto,Black,Passenger,Classic Chevy
C_CND_025757,Nissan,Xterra,Overhead Camshaft,Manual,Red,Passenger,Suburban Ford
C_CND_025758,Chevrolet,Prizm,Double Overhead Camshaft,Auto,Black,Hardtop,Scrivener Performance Engineering
C_CND_025759,Oldsmobile,Aurora,Double Overhead Camshaft,Auto,Red,Passenger,New Castle Ford Lincoln Mercury
C_CND_025760,BMW,328i,Double Overhead Camshaft,Auto,Black,Sedan,Star Enterprises Inc
C_CND_025761,Honda,Accord,Double Overhead Camshaft,Auto,Pale White,Sedan,Star Enterprises Inc
C_CND_025762,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Black,SUV,Scrivener Performance Engineering
C_CND_025763,Chrysler,300M,Double Overhead Camshaft,Auto,Black,SUV,Clay Johnson Auto Sales
C_CND_025764,Mitsubishi,Diamante,Double Overhead Camshaft,Auto,Black,Hatchback,Gartner Buick Hyundai Saab
C_CND_025765,Audi,A6,Overhead Camshaft,Manual,Black,SUV,Classic Chevy
C_CND_025766,Plymouth,Neon,Double Overhead Camshaft,Auto,Pale White,SUV,Gartner Buick Hyundai Saab
C_CND_025767,Lincoln,Town car,Double Overhead Camshaft,Auto,Pale White,Hatchback,Ryder Truck Rental and Leasing
C_CND_025768,Cadillac,Escalade,Double Overhead Camshaft,Auto,Pale White,Sedan,Saab-Belle Dodge
C_CND_025769,Ford,Contour,Double Overhead Camshaft,Auto,Pale White,Sedan,Suburban Ford
C_CND_025770,Chrysler,300M,Double Overhead Camshaft,Auto,Black,SUV,Clay Johnson Auto Sales
C_CND_025771,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,Sedan,Chrysler Plymouth
C_CND_025772,Plymouth,Breeze,Overhead Camshaft,Manual,Pale White,Hardtop,Ryder Truck Rental and Leasing
C_CND_025773,Lexus,LS400,Overhead Camshaft,Manual,Pale White,Sedan,U-Haul CO
C_CND_025774,Chevrolet,Metro,Double Overhead Camshaft,Auto,Pale White,Passenger,Ryder Truck Rental and Leasing
C_CND_025775,Jeep,Wrangler,Overhead Camshaft,Manual,Pale White,Hatchback,Tri-State Mack Inc
C_CND_025776,Chrysler,Concorde,Double Overhead Camshaft,Auto,Pale White,Hatchback,Ryder Truck Rental and Leasing
C_CND_025777,BMW,528i,Overhead Camshaft,Manual,Pale White,SUV,Chrysler Plymouth
C_CND_025778,Ford,F-Series,Overhead Camshaft,Manual,Pale White,Passenger,Chrysler of Tri-Cities
C_CND_025779,Volvo,V70,Double Overhead Camshaft,Auto,Black,Passenger,Gartner Buick Hyundai Saab
C_CND_025780,Mercedes-B,CL500,Overhead Camshaft,Manual,Black,SUV,Chrysler Plymouth
C_CND_025781,Nissan,Frontier,Overhead Camshaft,Manual,Black,Hatchback,U-Haul CO
C_CND_025782,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,Hatchback,Clay Johnson Auto Sales
C_CND_025783,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,Sedan,Progressive Shippers Cooperative Association No
C_CND_025784,Chevrolet,Corvette,Double Overhead Camshaft,Auto,Pale White,SUV,Capitol KIA
C_CND_025785,Ford,Expedition,Overhead Camshaft,Manual,Red,SUV,Star Enterprises Inc
C_CND_025786,Toyota,Corolla,Double Overhead Camshaft,Auto,Red,Passenger,Ryder Truck Rental and Leasing
C_CND_025787,Nissan,Quest,Double Overhead Camshaft,Auto,Pale White,SUV,Progressive Shippers Cooperative Association No
C_CND_025788,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,Sedan,Nebo Chevrolet
C_CND_025789,BMW,528i,Overhead Camshaft,Manual,Pale White,SUV,Race Car Help
C_CND_025790,Nissan,Pathfinder,Overhead Camshaft,Manual,Black,SUV,Race Car Help
C_CND_025791,Chrysler,300M,Double Overhead Camshaft,Auto,Black,SUV,Clay Johnson Auto Sales
C_CND_025792,Volkswagen,Golf,Double Overhead Camshaft,Auto,Red,Hardtop,Scrivener Performance Engineering
C_CND_025793,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,Passenger,Pitre Buick-Pontiac-Gmc of Scottsdale
C_CND_025794,Ford,Windstar,Double Overhead Camshaft,Auto,Red,Sedan,Tri-State Mack Inc
C_CND_025795,BMW,528i,Overhead Camshaft,Manual,Pale White,SUV,Saab-Belle Dodge
C_CND_025796,Dodge,Intrepid,Overhead Camshaft,Manual,Black,Sedan,Tri-State Mack Inc
C_CND_025797,Honda,Odyssey,Overhead Camshaft,Manual,Pale White,Passenger,Saab-Belle Dodge
C_CND_025798,Ford,Ranger,Overhead Camshaft,Manual,Black,Hardtop,Suburban Ford
C_CND_025799,Ford,Mustang,Double Overhead Camshaft,Auto,Black,Hatchback,Gartner Buick Hyundai Saab
C_CND_025800,Dodge,Durango,Overhead Camshaft,Manual,Pale White,SUV,Ryder Truck Rental and Leasing
C_CND_025801,Acura,RL,Overhead Camshaft,Manual,Black,SUV,Capitol KIA
C_CND_025802,Oldsmobile,Cutlass,Double Overhead Camshaft,Auto,Pale White,Sedan,Race Car Help
C_CND_025803,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,SUV,Suburban Ford
C_CND_025804,Chevrolet,Prizm,Overhead Camshaft,Manual,Red,Hardtop,Star Enterprises Inc
C_CND_025805,Nissan,Frontier,Overhead Camshaft,Manual,Black,Hatchback,Star Enterprises Inc
C_CND_025806,Ford,Ranger,Double Overhead Camshaft,Auto,Black,SUV,Rabun Used Car Sales
C_CND_025807,Chevrolet,Malibu,Overhead Camshaft,Manual,Red,Hardtop,Progressive Shippers Cooperative Association No
C_CND_025808,Nissan,Altima,Double Overhead Camshaft,Auto,Pale White,Hatchback,U-Haul CO
C_CND_025809,Nissan,Altima,Double Overhead Camshaft,Auto,Pale White,Hatchback,Buddy Storbeck's Diesel Service Inc
C_CND_025810,Ford,Crown Victoria,Double Overhead Camshaft,Auto,Red,Passenger,Progressive Shippers Cooperative Association No
C_CND_025811,Saab,3-Sep,Double Overhead Camshaft,Auto,Pale White,Sedan,Enterprise Rent A Car
C_CND_025812,Ford,Taurus,Overhead Camshaft,Manual,Black,SUV,Iceberg Rentals
C_CND_025813,Toyota,Tacoma,Double Overhead Camshaft,Auto,Pale White,Hardtop,Tri-State Mack Inc
C_CND_025814,Plymouth,Neon,Double Overhead Camshaft,Auto,Pale White,SUV,U-Haul CO
C_CND_025815,Volvo,S80,Overhead Camshaft,Manual,Pale White,Sedan,Chrysler of Tri-Cities
C_CND_025816,Dodge,Viper,Double Overhead Camshaft,Auto,Red,SUV,Rabun Used Car Sales
C_CND_025817,Lincoln,Navigator,Double Overhead Camshaft,Auto,Black,Sedan,Hatfield Volkswagen
C_CND_025818,Volkswagen,Beetle,Double Overhead Camshaft,Auto,Pale White,Hatchback,Scrivener Performance Engineering
C_CND_025819,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,Sedan,Saab-Belle Dodge
C_CND_025820,Mitsubishi,Diamante,Double Overhead Camshaft,Auto,Pale White,Hatchback,Saab-Belle Dodge
C_CND_025821,Lincoln,Town car,Double Overhead Camshaft,Auto,Pale White,Hatchback,McKinney Dodge Chrysler Jeep
C_CND_025822,Saturn,LW,Double Overhead Camshaft,Auto,Pale White,Hatchback,Progressive Shippers Cooperative Association No
C_CND_025823,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,Hardtop,Capitol KIA
C_CND_025824,Volkswagen,Beetle,Double Overhead Camshaft,Auto,Red,Hardtop,Chrysler of Tri-Cities
C_CND_025825,Ford,Taurus,Overhead Camshaft,Manual,Black,SUV,Tri-State Mack Inc
C_CND_025826,Mitsubishi,3000GT,Double Overhead Camshaft,Auto,Red,Sedan,Pars Auto Sales
C_CND_025827,Dodge,Viper,Overhead Camshaft,Manual,Black,SUV,Star Enterprises Inc
C_CND_025828,Lincoln,Continental,Overhead Camshaft,Manual,Black,Passenger,U-Haul CO
C_CND_025829,Dodge,Durango,Double Overhead Camshaft,Auto,Black,SUV,Tri-State Mack Inc
C_CND_025830,Dodge,Dakota,Overhead Camshaft,Manual,Pale White,Sedan,C & M Motors Inc
C_CND_025831,Lexus,LS400,Double Overhead Camshaft,Auto,Pale White,Sedan,Saab-Belle Dodge
C_CND_025832,Mercedes-B,S-Class,Double Overhead Camshaft,Auto,Red,SUV,Suburban Ford
C_CND_025833,Chevrolet,Monte Carlo,Double Overhead Camshaft,Auto,Pale White,Hatchback,McKinney Dodge Chrysler Jeep
C_CND_025834,Lincoln,Continental,Overhead Camshaft,Manual,Black,Passenger,Buddy Storbeck's Diesel Service Inc
C_CND_025835,Buick,Park Avenue,Double Overhead Camshaft,Auto,Pale White,Hatchback,Race Car Help
C_CND_025836,Porsche,Carrera Coupe,Double Overhead Camshaft,Auto,Pale White,SUV,Tri-State Mack Inc
C_CND_025837,Chevrolet,Prizm,Double Overhead Camshaft,Auto,Red,Hardtop,Iceberg Rentals
C_CND_025838,Chrysler,LHS,Double Overhead Camshaft,Auto,Black,Hatchback,Saab-Belle Dodge
C_CND_025839,Ford,Ranger,Overhead Camshaft,Manual,Black,Hardtop,Progressive Shippers Cooperative Association No
C_CND_025840,Pontiac,Grand Am,Double Overhead Camshaft,Auto,Red,SUV,Tri-State Mack Inc
C_CND_025841,Dodge,Ram Pickup,Overhead Camshaft,Manual,Black,Hardtop,U-Haul CO
C_CND_025842,Jeep,Wrangler,Double Overhead Camshaft,Auto,Pale White,Hatchback,U-Haul CO
C_CND_025843,Mitsubishi,Montero Sport,Double Overhead Camshaft,Auto,Pale White,SUV,Progressive Shippers Cooperative Association No
C_CND_025844,Chevrolet,Metro,Double Overhead Camshaft,Auto,Pale White,Passenger,Motor Vehicle Branch Office
C_CND_025845,Porsche,Carrera Cabrio,Double Overhead Camshaft,Auto,Pale White,Passenger,Saab-Belle Dodge
C_CND_025846,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,Hardtop,Suburban Ford
C_CND_025847,Infiniti,I30,Double Overhead Camshaft,Auto,Black,SUV,Tri-State Mack Inc
C_CND_025848,Mercedes-B,SLK,Double Overhead Camshaft,Auto,Pale White,Passenger,Saab-Belle Dodge
C_CND_025849,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,Sedan,Ryder Truck Rental and Leasing
C_CND_025850,Mercedes-B,SLK230,Overhead Camshaft,Manual,Red,Hatchback,Scrivener Performance Engineering
C_CND_025851,Hyundai,Elantra,Overhead Camshaft,Manual,Red,Sedan,Pitre Buick-Pontiac-Gmc of Scottsdale
C_CND_025852,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Red,SUV,Tri-State Mack Inc
C_CND_025853,Toyota,Tacoma,Double Overhead Camshaft,Auto,Pale White,Hardtop,Star Enterprises Inc
C_CND_025854,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,Sedan,Motor Vehicle Branch Office
C_CND_025855,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,Passenger,Suburban Ford
C_CND_025856,Honda,Accord,Overhead Camshaft,Manual,Black,Sedan,Clay Johnson Auto Sales
C_CND_025857,Mitsubishi,3000GT,Double Overhead Camshaft,Auto,Red,Sedan,U-Haul CO
C_CND_025858,Dodge,Durango,Double Overhead Camshaft,Auto,Pale White,SUV,Scrivener Performance Engineering
C_CND_025859,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Pale White,Hardtop,Star Enterprises Inc
C_CND_025860,Chevrolet,Metro,Double Overhead Camshaft,Auto,Black,Passenger,U-Haul CO
C_CND_025861,Mercury,Cougar,Double Overhead Camshaft,Auto,Black,Hatchback,Gartner Buick Hyundai Saab
C_CND_025862,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Red,Hatchback,Capitol KIA
C_CND_025863,Buick,Park Avenue,Overhead Camshaft,Manual,Pale White,Hatchback,Clay Johnson Auto Sales
C_CND_025864,Nissan,Frontier,Overhead Camshaft,Manual,Black,Hatchback,McKinney Dodge Chrysler Jeep
C_CND_025865,Mitsubishi,3000GT,Double Overhead Camshaft,Auto,Red,Sedan,Ryder Truck Rental and Leasing
C_CND_025866,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,Hatchback,Chrysler Plymouth
C_CND_025867,Volkswagen,Passat,Double Overhead Camshaft,Auto,Pale White,Hatchback,Nebo Chevrolet
C_CND_025868,Toyota,Celica,Overhead Camshaft,Manual,Pale White,SUV,Scrivener Performance Engineering
C_CND_025869,Mercedes-B,S-Class,Double Overhead Camshaft,Auto,Pale White,SUV,Rabun Used Car Sales
C_CND_025870,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,SUV,Pitre Buick-Pontiac-Gmc of Scottsdale
C_CND_025871,BMW,323i,Double Overhead Camshaft,Auto,Pale White,Hatchback,Diehl Motor CO Inc
C_CND_025872,Chevrolet,Corvette,Double Overhead Camshaft,Auto,Pale White,SUV,Clay Johnson Auto Sales
C_CND_025873,Volvo,S40,Overhead Camshaft,Manual,Red,Sedan,Gartner Buick Hyundai Saab
C_CND_025874,Mercury,Sable,Double Overhead Camshaft,Auto,Red,Sedan,Tri-State Mack Inc
C_CND_025875,Plymouth,Neon,Overhead Camshaft,Manual,Pale White,SUV,Motor Vehicle Branch Office
C_CND_025876,Mercedes-B,SLK,Double Overhead Camshaft,Auto,Pale White,Passenger,Race Car Help
C_CND_025877,Chrysler,300M,Double Overhead Camshaft,Auto,Black,SUV,Progressive Shippers Cooperative Association No
C_CND_025878,Ford,F-Series,Overhead Camshaft,Manual,Red,Passenger,New Castle Ford Lincoln Mercury
C_CND_025879,Lexus,LS400,Double Overhead Camshaft,Auto,Black,Sedan,Progressive Shippers Cooperative Association No
C_CND_025880,Volkswagen,Passat,Double Overhead Camshaft,Auto,Pale White,Hatchback,Scrivener Performance Engineering
C_CND_025881,Cadillac,DeVille,Double Overhead Camshaft,Auto,Pale White,SUV,Diehl Motor CO Inc
C_CND_025882,Ford,Crown Victoria,Double Overhead Camshaft,Auto,Red,Passenger,Capitol KIA
C_CND_025883,Volkswagen,Passat,Overhead Camshaft,Manual,Red,Hatchback,U-Haul CO
C_CND_025884,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,Passenger,Suburban Ford
C_CND_025885,Ford,Explorer,Double Overhead Camshaft,Auto,Black,Hatchback,Nebo Chevrolet
C_CND_025886,Honda,Accord,Double Overhead Camshaft,Auto,Pale White,Sedan,Ryder Truck Rental and Leasing
C_CND_025887,Mercedes-B,CL500,Overhead Camshaft,Manual,Red,SUV,Progressive Shippers Cooperative Association No
C_CND_025888,Chevrolet,Metro,Double Overhead Camshaft,Auto,Pale White,Passenger,Suburban Ford
C_CND_025889,BMW,323i,Double Overhead Camshaft,Auto,Red,Hatchback,Rabun Used Car Sales
C_CND_025890,Toyota,Land Cruiser,Double Overhead Camshaft,Auto,Pale White,SUV,McKinney Dodge Chrysler Jeep
C_CND_025891,Mercury,Villager,Overhead Camshaft,Manual,Pale White,Passenger,Rabun Used Car Sales
C_CND_025892,Lexus,GS300,Overhead Camshaft,Manual,Black,Passenger,Pars Auto Sales
C_CND_025893,BMW,328i,Double Overhead Camshaft,Auto,Black,Sedan,Tri-State Mack Inc
C_CND_025894,Dodge,Ram Van,Double Overhead Camshaft,Auto,Red,Hatchback,Gartner Buick Hyundai Saab
C_CND_025895,Plymouth,Voyager,Overhead Camshaft,Manual,Red,Passenger,U-Haul CO
C_CND_025896,Honda,Accord,Overhead Camshaft,Manual,Black,Sedan,Suburban Ford
C_CND_025897,Ford,Mustang,Double Overhead Camshaft,Auto,Red,Hatchback,Suburban Ford
C_CND_025898,Mitsubishi,3000GT,Overhead Camshaft,Manual,Black,Sedan,Suburban Ford
C_CND_025899,Dodge,Ram Wagon,Overhead Camshaft,Manual,Pale White,Passenger,Clay Johnson Auto Sales
C_CND_025900,Nissan,Frontier,Double Overhead Camshaft,Auto,Pale White,Hatchback,Chrysler Plymouth
C_CND_025901,Acura,RL,Overhead Camshaft,Manual,Pale White,SUV,Saab-Belle Dodge
C_CND_025902,Dodge,Viper,Double Overhead Camshaft,Auto,Red,SUV,Rabun Used Car Sales
C_CND_025903,Mercury,Cougar,Overhead Camshaft,Manual,Pale White,Hatchback,Clay Johnson Auto Sales
